Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Consultant Services Required,Project URL,Board Approval Date,Project Closing Date,Financing Type,Current Project Cost,IBRD Commitment,IDA Commitment,Total IDA and IBRD Commitment,Grant Amount,Borrower,Lending Instrument,Environmental Assessment Category,Environmental and Social Risk,Sector 1,Sector 2,Sector 3,Theme 1,Theme 2
P010352,South Asia,Islamic Republic of Pakistan,Closed,Transport Sector Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P010352,1990-06-28T00:00:00Z,1998-06-30T00:00:00Z,,,184000000.0,0.0,184000000.0,0,,Sector Investment and Maintenance Loan,B,,Railways,Roads and highways,Central Government (Central Agencies),Infrastructure services for private sector development,Environmental policies and institutions
P003977,East Asia and Pacific,Republic of Indonesia,Closed,THIRD JABOTABEK URBAN DEVELOPMENT PROJECT,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003977,1990-07-17T00:00:00Z,1999-12-31T00:00:00Z,,,61000000.0,0.0,61000000.0,0,,Specific Investment Loan,D,,Central Government (Central Agencies),Water Supply,Sanitation,Pollution management and environmental health,Environmental policies and institutions
P010360,South Asia,Islamic Republic of Pakistan,Closed,Corporate Restructuring & System Expansion Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P010360,1990-08-07T00:00:00Z,1998-06-30T00:00:00Z,,,130000000.0,0.0,130000000.0,0,,Specific Investment Loan,B,,Oil and Gas,,,Infrastructure services for private sector development,
P010361,South Asia,Republic of India,Closed,Integrated Child Development Services Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P010361,1990-09-04T00:00:00Z,1997-12-31T00:00:00Z,,,10000000.0,96000000.0,106000000.0,0,,Specific Investment Loan,C,,Health,,,Rural services and infrastructure,Nutrition and food security
P004572,East Asia and Pacific,Republic of the Philippines,Closed,Communal Irrigation Development Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004572,1990-10-04T00:00:00Z,1999-12-31T00:00:00Z,,,46200000.0,0.0,46200000.0,0,,Specific Investment Loan,B,,Irrigation and Drainage,Central Government (Central Agencies),"Other Agriculture, Fishing and Forestry",Water resource management,Rural services and infrastructure
P005459,Middle East and North Africa,Kingdom of Morocco,Closed,Rural Electrification Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005459,1990-10-04T00:00:00Z,1997-06-30T00:00:00Z,,,114000000.0,0.0,114000000.0,0,,Specific Investment Loan,B,,Power,,,Environmental policies and institutions,Regulation and competition policy
P004934,Middle East and North Africa,People's Democratic Republic of Algeria,Closed,Science & Technology University Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004934,1990-11-06T00:00:00Z,1998-06-30T00:00:00Z,,,65000000.0,0.0,65000000.0,0,,Sector Investment and Maintenance Loan,C,,Tertiary Education,Central Government (Central Agencies),,Education for the knowledge economy,
P008204,Latin America and Caribbean,Republica Bolivariana de Venezuela,Closed,Social Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008204,1990-11-29T00:00:00Z,1999-06-30T00:00:00Z,,,100000000.0,0.0,100000000.0,0,,Specific Investment Loan,C,,Health,Early Childhood Education,Central Government (Central Agencies),Health system performance,Nutrition and food security
P003286,Africa East,Republic of Zimbabwe,Closed,Railways Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003286,1990-12-04T00:00:00Z,1999-06-30T00:00:00Z,,,38600000.0,0.0,38600000.0,0,,Specific Investment Loan,B,,Railways,Central Government (Central Agencies),,Infrastructure services for private sector development,
P007100,Latin America and Caribbean,Republic of Ecuador,Closed,Guayas Flood Control,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007100,1990-12-06T00:00:00Z,2000-06-30T00:00:00Z,,,59000000.0,0.0,59000000.0,0,,Sector Investment and Maintenance Loan,A,,"Other Water Supply, Sanitation and Waste Management","Agricultural Extension, Research, and Other Support Activities",Central Government (Central Agencies),Natural disaster management,Administrative and civil service reform
P001914,Africa East,Republic of Mauritius,Closed,Environmental Monitoring and Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P001914,1990-12-06T00:00:00Z,1998-06-30T00:00:00Z,,,12400000.0,0.0,12400000.0,0,,Specific Investment Loan,C,,Central Government (Central Agencies),Waste Management,Sewerage,Pollution management and environmental health,Biodiversity
P005977,Latin America and Caribbean,Argentine Republic,Closed,Water Supply and Sewerage Sector Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005977,1990-12-18T00:00:00Z,2000-04-30T00:00:00Z,,,100000000.0,0.0,100000000.0,0,,Specific Investment Loan,B,,Water Supply,Sewerage,,Other urban development,Other financial and private sector development
P006005,Latin America and Caribbean,Argentine Republic,Closed,Provincial Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006005,1990-12-18T00:00:00Z,1998-12-31T00:00:00Z,,,200000000.0,0.0,200000000.0,0,,Specific Investment Loan,B,,"Other Water Supply, Sanitation and Waste Management",Roads and highways,Other Education,"Public expenditure, financial management and procurement",Rural services and infrastructure
P007123,Latin America and Caribbean,Republic of Ecuador,Closed,Municipal Development and Urban Infrastructure Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007123,1990-12-20T00:00:00Z,1999-06-30T00:00:00Z,,,104000000.0,0.0,104000000.0,0,,Specific Investment Loan,B,,Sub-National Government,Central Government (Central Agencies),,Social Safety Nets/Social Assistance & Social Care Services,Municipal finance
P005433,Middle East and North Africa,Kingdom of Morocco,Closed,Port Sector Project - Kingdom & ODEP,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005433,1990-12-20T00:00:00Z,1998-06-30T00:00:00Z,,,132000000.0,0.0,132000000.0,0,,Sector Investment and Maintenance Loan,B,,Ports/Waterways,Central Government (Central Agencies),,Export development and competitiveness,Infrastructure services for private sector development
P004387,East Asia and Pacific,The Independent State of Papua New Guine,Closed,Public Sector Training Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004387,1991-01-29T00:00:00Z,1999-09-30T00:00:00Z,,,20800000.0,0.0,20800000.0,0,,Specific Investment Loan,C,,Tertiary Education,Workforce Development and Vocational Education,,Education for the knowledge economy,Other public sector governance
P005460,Middle East and North Africa,Kingdom of Morocco,Closed,Rural Basic Education Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005460,1991-02-26T00:00:00Z,1998-06-30T00:00:00Z,,,145000000.0,0.0,145000000.0,0,,Sector Investment and Maintenance Loan,C,,Primary Education,Central Government (Central Agencies),Tertiary Education,Education for all,Gender
P009058,Europe and Central Asia,Republic of Turkey,Closed,Technology Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P009058,1991-02-28T00:00:00Z,1998-12-31T00:00:00Z,,,100000000.0,0.0,100000000.0,0,,Specific Investment Loan,B,,Central Government (Central Agencies),Social Protection,,Technology diffusion,Other trade and integration
P006009,Latin America and Caribbean,Argentine Republic,Closed,Agricultural Services & Institutional Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006009,1991-02-28T00:00:00Z,1998-09-30T00:00:00Z,,,33500000.0,0.0,33500000.0,0,,Specific Investment Loan,C,,Central Government (Central Agencies),Crops,"Agricultural markets, commercialization and agri-business",Export development and competitiveness,Other communicable diseases
P009958,South Asia,Republic of India,Closed,Agricultural Development Project - Tamil Nadu,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P009958,1991-03-12T00:00:00Z,1998-12-31T00:00:00Z,,,20000000.0,92800000.0,112800000.0,0,,Specific Investment Loan,B,,"Other Agriculture, Fishing and Forestry",Roads and highways,Water Supply,Land administration and management,Other rural development
P003981,East Asia and Pacific,Republic of Indonesia,Closed,Provincial Irrigated Agriculture Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003981,1991-03-14T00:00:00Z,1998-03-31T00:00:00Z,,,125000000.0,0.0,125000000.0,0,,Specific Investment Loan,B,,Irrigation and Drainage,Sub-National Government,"Agricultural Extension, Research, and Other Support Activities",Rural services and infrastructure,Rural markets
P005717,Middle East and North Africa,Republic of Tunisia,Closed,Population & Family Health Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005717,1991-03-21T00:00:00Z,1998-03-31T00:00:00Z,,,26000000.0,0.0,26000000.0,0,,Sector Investment and Maintenance Loan,C,,Health,,,Health system performance,Rural services and infrastructure
P005738,Middle East and North Africa,Republic of Tunisia,Closed,HOSPITAL RESTRUCTURING REFORM SUPPORT PROJECT,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005738,1991-03-21T00:00:00Z,1999-09-30T00:00:00Z,,,30000000.0,0.0,30000000.0,0,,Specific Investment Loan,B,,Health,,,Health system performance,
P008574,Europe and Central Asia,Republic of Poland,Closed,Telecommunications Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008574,1991-04-23T00:00:00Z,1998-06-30T00:00:00Z,,,120000000.0,0.0,120000000.0,0,,Sector Investment and Maintenance Loan,C,,ICT Infrastructure,Central Government (Central Agencies),,Rural services and infrastructure,Regulation and competition policy
P010367,South Asia,Islamic Republic of Pakistan,Closed,Microenterprise Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P010367,1991-04-23T00:00:00Z,1998-06-30T00:00:00Z,,,26000000.0,0.0,26000000.0,0,,Financial Intermediary Loan,C,,Micro- and SME finance,,,Gender,"Micro, Small and Medium Enterprise support"
P008373,Europe and Central Asia,Republic of Cyprus,Closed,Industrial Restructuring Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008373,1991-04-25T00:00:00Z,1999-06-30T00:00:00Z,,,30000000.0,0.0,30000000.0,0,,Financial Intermediary Loan,B,,"Other Industry, Trade and Services",Banking Institutions,Central Government (Central Agencies),Environmental policies and institutions,State-owned enterprise restructuring and privatization
P006865,Latin America and Caribbean,Republic of Colombia,Closed,Industrial Restructuring and Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006865,1991-05-02T00:00:00Z,1998-03-31T00:00:00Z,,,200000000.0,0.0,200000000.0,0,,Financial Intermediary Loan,B,,"Other Industry, Trade and Services",Social Protection,Central Government (Central Agencies),Improving labor markets,Environmental policies and institutions
P009877,South Asia,Republic of India,Closed,Dam Safety Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P009877,1991-05-14T00:00:00Z,1999-09-30T00:00:00Z,,,23000000.0,130000000.0,153000000.0,0,,Specific Investment Loan,B,,Other Transportation,Other Public Administration,Sub-National Government,Rural services and infrastructure,Natural disaster management
P002106,Africa West,Federal Republic of Nigeria,Closed,Health Systems Fund,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P002106,1991-05-21T00:00:00Z,1999-12-31T00:00:00Z,,,70000000.0,0.0,70000000.0,0,,Specific Investment Loan,C,,Sub-National Government,Central Government (Central Agencies),,Administrative and civil service reform,Municipal governance and institution building
P008101,Latin America and Caribbean,Republic of Trinidad and Tobago,Closed,Education and Training for Youth Employment Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008101,1991-05-21T00:00:00Z,1998-06-30T00:00:00Z,,,20700000.0,0.0,20700000.0,0,,Specific Investment Loan,C,,Workforce Development and Vocational Education,Central Government (Central Agencies),"Adult, Basic and Continuing Education",Education for all,Social analysis and monitoring
P002084,Africa West,Federal Republic of Nigeria,Closed,National Water Rehabilitation Fund Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P002084,1991-05-21T00:00:00Z,2001-06-30T00:00:00Z,,,256000000.0,0.0,256000000.0,0,,Sector Investment and Maintenance Loan,C,,Water Supply,,,Other urban development,Water resource management
P008065,Latin America and Caribbean,St. Kitts and Nevis,Closed,Agricultural Development Support,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008065,1991-05-28T00:00:00Z,1999-06-30T00:00:00Z,,,1500000.0,1500000.0,3000000.0,0,,Specific Investment Loan,C,,"Agricultural Extension, Research, and Other Support Activities",Central Government (Central Agencies),,Rural markets,Administrative and civil service reform
P006646,Latin America and Caribbean,Republic of Chile,Closed,Valparaiso Water Supply and Sewerage Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006646,1991-05-28T00:00:00Z,1998-06-30T00:00:00Z,,,50000000.0,0.0,50000000.0,0,,Specific Investment Loan,B,,Sewerage,Water Supply,Central Government (Central Agencies),Administrative and civil service reform,Other urban development
P001906,Africa East,Republic of Mauritius,Closed,Agricultural Management and Services Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P001906,1991-05-28T00:00:00Z,1998-07-01T00:00:00Z,,,10000000.0,0.0,10000000.0,0,,Specific Investment Loan,B,,Irrigation and Drainage,"Agricultural Extension, Research, and Other Support Activities",Central Government (Central Agencies),Rural services and infrastructure,Rural policies and institutions
P009906,South Asia,Republic of India,Closed,INDUSTRIAL POLLUTION CONTROL,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P009906,1991-05-30T00:00:00Z,1999-03-31T00:00:00Z,,,124000000.0,31600000.0,155600000.0,0,,Sector Investment and Maintenance Loan,D,,"Other Industry, Trade and Services","Other Water Supply, Sanitation and Waste Management",Central Government (Central Agencies),Environmental policies and institutions,Pollution management and environmental health
